"","R1AUC_MEAN","R2AUC_MEAN","R1AUC_VAR","R2AUC_VAR","R1VAR_MEAN","R2VAR_MEAN","R1VAR_VAR","R2VAR_VAR","R1R2COV_MEAN","R1R2COV_VAR","TRUE_VAR_MEAN","TRUE_VAR_VAR","TRUE_COV_MEAN","TRUE_COV_VAR","R1R2COV_MC","TRUE_AUC"
"1",0.69993005156377,0.700185413174416,0.000262402027238015,0.000272120113419965,0.000269338589581424,0.000269032917035326,1.49969905139474e-09,1.49691769426382e-09,2.40966297728784e-05,7.62053064382419e-10,0.000269493013680214,1.0806647134374e-11,2.44172319302703e-05,1.07751798865635e-13,2.59220804154499e-05,0.7
"2",0.699841339768162,0.700029379181385,0.000276416515965983,0.000279898012949806,0.00027825898162541,0.00027825173858949,1.791497969808e-09,1.7659917318666e-09,2.44501753817713e-05,9.09310303070387e-10,0.000277920605141881,6.97736054050365e-11,2.4526369500662e-05,6.95103672470831e-13,2.36761009620242e-05,0.7
"3",0.700155830759695,0.700269882645616,0.000312661198222882,0.000314365522088293,0.000308246113621428,0.000307923350882218,2.64250978451487e-09,2.60811992976568e-09,2.53660466538968e-05,1.3259733199442e-09,0.000308659582225107,2.74073369823519e-10,2.48739072823633e-05,2.70661399430081e-12,2.61632709590814e-05,0.7
"4",0.700022112511949,0.700025466850722,0.000362838707758699,0.000366491041245231,0.000364483846095135,0.000363726599749371,4.41016768391552e-09,4.42956320759023e-09,2.5145256374774e-05,2.15220742826938e-09,0.000363853555428095,6.27836205652563e-10,2.53736609166248e-05,6.10737275978352e-12,2.62929349932148e-05,0.7
"5",0.699842174994135,0.700206418159152,0.000409294156819656,0.000410142446204055,0.000413446613848939,0.000412750527054473,6.1685520296801e-09,6.20432574353316e-09,2.61363599453e-05,2.98215159440098e-09,0.00041307880362239,8.93073924213773e-10,2.5766257006137e-05,8.57855791663174e-12,2.92173486982898e-05,0.7
"6",0.69991767486471,0.699842657492055,0.00026934717788099,0.000269093480860021,0.000269877168336071,0.000270160170791352,1.47688427225891e-09,1.4909870403267e-09,6.21013419299879e-05,7.9661733796424e-10,0.000269425861494167,1.11980635269512e-11,6.17894137399357e-05,6.9807421770426e-13,6.38026739882891e-05,0.7
"7",0.699911890866613,0.700060805296275,0.000281828922953316,0.000277962295202283,0.000278270868992763,0.000277989955122117,1.70948673789751e-09,1.75048252499525e-09,6.23219945445012e-05,9.44396052997217e-10,0.000277831784473479,6.74425081265653e-11,6.23563753842477e-05,4.19936050973555e-12,5.9171158743726e-05,0.7
"8",0.70006656798724,0.699790682249276,0.000315773339202782,0.000306201495270409,0.000308931989400816,0.000308019667020071,2.69728846590644e-09,2.6007281008157e-09,6.50622745936731e-05,1.41286234869453e-09,0.000308590049111403,2.72703176607341e-10,6.43010998086867e-05,1.68443597538434e-11,6.3628833938577e-05,0.7
"9",0.700066154699658,0.699728391441038,0.000360733220851945,0.000370785753187505,0.000364547772794948,0.0003645451934425,4.3446211019421e-09,4.27156712501231e-09,6.70569989538062e-05,2.45911644932156e-09,0.000364570137720257,6.2661243253127e-10,6.75411555064839e-05,3.81526136912457e-11,6.22250654779465e-05,0.7
"10",0.700085039456491,0.700004084808326,0.000414422745521255,0.000411737368265723,0.00041193971643211,0.000412919246119653,6.02926728707849e-09,6.03667904496054e-09,7.04687325637908e-05,3.29223297839604e-09,0.000412934744412965,9.05649875666989e-10,6.9745482849061e-05,5.4481650152202e-11,6.69144999392013e-05,0.7
"11",0.699759854057922,0.699905523389771,0.000271658221967637,0.000268551132248376,0.000270028316435855,0.000269835436079927,1.45826959041551e-09,1.47549198718402e-09,0.000126886682578926,9.35372258167058e-10,0.00026943809100435,1.12673954940689e-11,0.00012652151523208,2.81119612708319e-12,0.000125750547583376,0.7
"12",0.699916508598529,0.699944021540601,0.000276820738357591,0.000281452673118656,0.000277402188347356,0.000277642561734579,1.71835184011747e-09,1.697603730094e-09,0.000128337107110178,1.0732877442343e-09,0.000277980305424227,6.81294659257764e-11,0.000128729630748366,1.6984385749221e-11,0.000126375024609209,0.7
"13",0.6998527608866,0.700029264756586,0.000305338189782002,0.000309977179646843,0.000307957835224976,0.00030829240986636,2.71811423001512e-09,2.60600371464839e-09,0.000135861886393348,1.70378647575131e-09,0.00030877543228344,2.75123138216299e-10,0.000136275158967921,6.81369341404911e-11,0.000135251800843148,0.7
