"","R1AUC_MEAN","R2AUC_MEAN","R1AUC_VAR","R2AUC_VAR","R1VAR_MEAN","R2VAR_MEAN","R1VAR_VAR","R2VAR_VAR","R1R2COV_MEAN","R1R2COV_MC","R1R2COV_VAR","TRUE_AUC"
"1",0.700357962121824,0.699663744959766,0.000398304685779524,0.000406755251334403,0.000398295489796335,0.000398465343011896,3.44413152406677e-09,3.45563734421896e-09,3.74253264242594e-05,3.08545450067227e-05,1.78904439340998e-09,0.7
"2",0.699838085580656,0.700181298361357,0.000599103505075597,0.000592268062950725,0.000598515346590208,0.000598502859947969,8.40002150025361e-09,8.45524873642437e-09,5.69953297576562e-05,5.01694527819972e-05,4.41133908903049e-09,0.7
"3",0.700085028914887,0.699826182077395,0.00095969310115362,0.0009266567179777,0.00095233406533983,0.00095377141018097,2.28704080856614e-08,2.21096300922672e-08,8.82660574671478e-05,7.2754585863539e-05,1.21293278239169e-08,0.7
"4",0.70059671383016,0.700666572415072,0.00134027840292852,0.00134832066326404,0.00133653113168042,0.00133699411571734,4.14340434170762e-08,4.24177990393379e-08,0.000119528154013223,0.000124466466771124,2.46306704975051e-08,0.7
"5",0.701132144732848,0.700783814634598,0.00160073105300513,0.00160055577558379,0.00159140571981014,0.00159207359050068,5.57891602409686e-08,5.52383277248711e-08,0.000140421008428636,0.000124463756791388,3.51206990277584e-08,0.7
"6",0.69986482914363,0.700076264690872,0.000407264628653523,0.000400199240063372,0.000398736448194907,0.000397920832780389,3.50298918654926e-09,3.49395165994941e-09,9.35574543109577e-05,0.000103305554560323,1.84517901134531e-09,0.7
"7",0.700369675502522,0.700018646905061,0.000595594814425305,0.000599507618199674,0.000596988568431414,0.000599161782667928,8.59706278430498e-09,8.63471157606683e-09,0.000141876390085412,0.000148170377811062,4.5243579747105e-09,0.7
"8",0.700626424423882,0.700606421701958,0.000948541246518337,0.000945898981616658,0.000952438087168092,0.000952065415948907,2.23308685810023e-08,2.24667505562157e-08,0.000221460180256924,0.000211244308430867,1.25575299304349e-08,0.7
"9",0.700168543339864,0.699846818116413,0.00134881945747113,0.00137804480689001,0.00133993170362327,0.00134021653583179,4.11522433956992e-08,4.18661240177002e-08,0.000306022432989388,0.000312429853080412,2.65215279934687e-08,0.7
"10",0.701108965399313,0.700288968476508,0.00162610096393088,0.00160578068706591,0.00159217779965239,0.00159557575171461,5.67525318289092e-08,5.56404207771677e-08,0.000356825763539485,0.000385430366605065,3.84464099210161e-08,0.7
"11",0.700044034395453,0.699761319608682,0.000401039859376525,0.000400701769064583,0.000398491944381206,0.000398636764255981,3.54081813653381e-09,3.46469219868991e-09,0.00019053567431355,0.000200596709832982,2.17492711730142e-09,0.7
"12",0.699543920960206,0.699782090868927,0.000617149199797095,0.000604736974088564,0.00059831439801978,0.000598161609184469,8.8248903281417e-09,8.78334330949078e-09,0.000287688999147216,0.000293137918809526,5.37758091936181e-09,0.7
"13",0.700207367485559,0.700295459124103,0.000947745367659861,0.000928280323827842,0.000952459545212082,0.0009517732892998,2.27915281279956e-08,2.27170161369294e-08,0.000455147963497734,0.000446901948842645,1.44389685327254e-08,0.7
