"","R1AUC_MEAN","R2AUC_MEAN","R1AUC_VAR","R2AUC_VAR","R1VAR_MEAN","R2VAR_MEAN","R1VAR_VAR","R2VAR_VAR","R1R2COV_MEAN","R1R2COV_MC","R1R2COV_VAR","TRUE_AUC"
"1",0.700018764097146,0.700272600882205,0.000262011587325548,0.000271781372561943,0.000268917910858869,0.000268571931690797,1.46550206853371e-09,1.45390772164642e-09,2.40127046290887e-05,2.58714992426962e-05,7.4203534063491e-10,0.7
"2",0.700090765726755,0.700278182178919,0.000275368318496632,0.000278840272056484,0.000276938981883938,0.000276873752470599,1.72484368471137e-09,1.69948488542115e-09,2.42531443975409e-05,2.36333529376539e-05,8.6930588681526e-10,0.7
"3",0.700791953960728,0.700907257770568,0.000309932540379283,0.000311703471460127,0.000304840450581844,0.000304577411590317,2.51043922201562e-09,2.48375774002825e-09,2.50033785013025e-05,2.60132545435486e-05,1.24965966011879e-09,0.7
"4",0.701400646691267,0.701402259928053,0.000357955798511783,0.000361418405054632,0.000358487811418515,0.000357759402900092,4.1711182571975e-09,4.18306333414524e-09,2.47003482888813e-05,2.59320206982566e-05,2.01286763250506e-09,0.7
"5",0.702108341024371,0.70246908988273,0.000402407494986614,0.000403180742897359,0.000406193695300438,0.000405480924078669,5.8121171519248e-09,5.82493485309037e-09,2.54864872744423e-05,2.87317620149897e-05,2.76449555121172e-09,0.7
"6",0.700005793369019,0.699929902471887,0.000269001296365981,0.000268689591920226,0.000269452975553291,0.000269761373739566,1.44468300694968e-09,1.45049728777773e-09,6.19461189231598e-05,6.37165292879929e-05,7.7559329189431e-10,0.7
"7",0.700160699279026,0.700307403425561,0.0002807570672807,0.000276852542992493,0.000276934130454394,0.000276699530029304,1.6477182741061e-09,1.69170677600492e-09,6.19745836651215e-05,5.89527826395491e-05,9.08370583614131e-10,0.7
"8",0.700704033235014,0.700428578457366,0.000313016719762964,0.000303590234403788,0.000305513904399674,0.000304706275745536,2.56667150711447e-09,2.478899646627e-09,6.42854895304393e-05,6.31250335002634e-05,1.3365253066899e-09,0.7
"9",0.701443040553814,0.701105806207375,0.000355747607622128,0.000365794214548881,0.000358572833585419,0.000358506585696158,4.12059419001441e-09,4.02973960910391e-09,6.57938427728003e-05,6.15113192000851e-05,2.30607841362883e-09,0.7
"10",0.702348124088561,0.702267755303398,0.00040741235408333,0.000404794997812504,0.000404715574358078,0.000405605643782103,5.67060664280499e-09,5.6876204230693e-09,6.86633891518719e-05,6.58025725451753e-05,3.07258496036068e-09,0.7
"11",0.699848053320249,0.699994202258247,0.000271290699097899,0.000268211116605943,0.000269561224852911,0.000269430431999967,1.422721017293e-09,1.44143158312258e-09,0.000126556821746495,0.000125615708988588,9.1155344436929e-10,0.7
"12",0.700166261786589,0.70019185989349,0.000275784738580648,0.000280351237006373,0.000276186927483697,0.00027638350940999,1.65402375939598e-09,1.64564569963825e-09,0.000127705266724097,0.000125954294159697,1.03251977902253e-09,0.7
"13",0.700490091774086,0.700667726284033,0.000302684942127186,0.000307260154942871,0.00030467382292656,0.0003049991543552,2.58669226088242e-09,2.48925735412938e-09,0.000134339114931412,0.000134174149992374,1.61441501211988e-09,0.7
